Date	1	2	3	4	5	6	SZ
2026-01-03	3	8	11	12	16	46	8
2026-01-07	15	18	29	32	36	47	0
2026-01-10	1	4	7	9	13	29	6
2026-01-14	18	21	23	25	26	48	1
2026-01-17	12	21	22	37	46	49	1
2026-01-21	4	5	10	15	24	27	7
2026-01-24	1	7	28	32	47	49	1
2026-01-28	9	11	25	35	37	44	3
2026-01-31	8	19	30	37	38	49	3
2026-02-04	9	11	16	22	27	37	0
2026-02-07	7	11	20	25	28	49	7
2026-02-11	8	9	18	20	37	40	3
2026-02-14	3	9	19	20	40	43	7
2026-02-18	10	15	19	20	29	48	8
2026-02-21	2	8	9	29	39	44	6
2026-02-25	9	13	25	30	37	46	8
2026-02-28	1	6	19	33	44	45	8
2026-03-04	1	15	17	24	37	40	3
2026-03-07	5	16	20	38	39	41	4
2026-03-11	17	21	26	32	35	37	0
2026-03-14	19	20	28	32	44	45	0
2026-03-18	10	13	20	35	43	49	0
2026-03-21	2	7	19	24	29	43	2
2026-03-25  7   12  29  30  46  49  
